,titulo,localizacion,latitude,longitude,price,energy_certification,basic_characteristics,room_number,bath_number,has_garden,has_terrace,has_parking,has_swimmingpool,has_lift,constructed_area,is_new_development,is_needs_renovating,is_goog_condition
158,"Piso en venta en calle Bangladesh, 25","Churriana-El Pizarrillo-La Noria-Guadalsol, Málaga",36.67119,-4.5169,279900,unknown,"{'roomNumber': '3', 'bathNumber': '2', 'hasLift': '1', 'hasParking': '1', 'hasGarden': '0', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '118'}",3,2,0,1,1,1,1,118,1,0,0
159,"Chalet adosado en venta en calle Indonesia , 39","Churriana-El Pizarrillo-La Noria-Guadalsol, Málaga",36.6719099,-4.51791,299900,unknown,"{'roomNumber': '3', 'bathNumber': '3', 'hasParking': '1', 'hasGarden': '1', 'hasSwimmingPool': '1', 'hasTerrace': '0', 'constructedArea': '139'}",3,3,1,0,1,1,,139,1,0,0
160,"Piso en venta en calle Bangladesh, 25","Churriana-El Pizarrillo-La Noria-Guadalsol, Málaga",36.67119,-4.5169,249900,unknown,"{'roomNumber': '3', 'bathNumber': '2', 'hasLift': '1', 'hasParking': '1', 'hasGarden': '0', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '117'}",3,2,0,1,1,1,1,117,1,0,0
161,Ático en venta en calle Madre Asunción Soler s/n,"Cortijo de Maza-Finca Monsalvez-El Olivar, Málaga",36.660194,-4.49976,385000,b,"{'roomNumber': '3', 'bathNumber': '2', 'hasLift': '1', 'hasParking': '1', 'hasGarden': '0', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '116'}",3,2,0,1,1,1,1,116,1,0,0
162,"Piso en venta en calle Churriana de la vega esqueino calle malaga, 1","Zona de San Cayetano, Churriana de la Vega",37.1450549,-3.6416323,172670,unknown,"{'roomNumber': '3', 'bathNumber': '2', 'hasLift': '1', 'hasParking': '1', 'hasGarden': '0', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '125'}",3,2,0,1,1,1,1,125,1,0,0
163,"Piso en venta en calle Churriana de la vega esqueino calle malaga, 1","Zona de San Cayetano, Churriana de la Vega",37.1450549,-3.6416323,165877,unknown,"{'roomNumber': '3', 'bathNumber': '2', 'hasLift': '1', 'hasParking': '1', 'hasGarden': '0', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '111'}",3,2,0,1,1,1,1,111,1,0,0
164,"Piso en venta en calle Churriana de la vega esqueino calle malaga, 1","Zona de San Cayetano, Churriana de la Vega",37.1450549,-3.6416323,170297,unknown,"{'roomNumber': '3', 'bathNumber': '2', 'hasLift': '1', 'hasParking': '1', 'hasGarden': '0', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '112'}",3,2,0,1,1,1,1,112,1,0,0
165,Piso en venta en calle Hespérides,"Guadalmar, Málaga",36.6620393,-4.460432,262181,f,"{'roomNumber': '2', 'bathNumber': '1', 'hasLift': '1', 'hasGarden': '1', 'hasSwimmingPool': '1', 'constructedArea': '102'}",2,1,1,,,1,1,102,0,0,1
166,"Piso en venta en calle Churriana de la vega esqueino calle malaga, 1","Zona de San Cayetano, Churriana de la Vega",37.1450549,-3.6416323,159320,unknown,"{'roomNumber': '3', 'bathNumber': '2', 'hasLift': '1', 'hasParking': '1', 'hasGarden': '1', 'hasSwimmingPool': '1', 'hasTerrace': '0', 'constructedArea': '119'}",3,2,1,0,1,1,1,119,1,0,0
167,"Piso en venta en calle Churriana de la vega esqueino calle malaga, 1","Zona de San Cayetano, Churriana de la Vega",37.1450549,-3.6416323,165787,unknown,"{'roomNumber': '3', 'bathNumber': '2', 'hasLift': '1', 'hasParking': '1', 'hasGarden': '1', 'hasSwimmingPool': '1', 'hasTerrace': '0', 'constructedArea': '125'}",3,2,1,0,1,1,1,125,1,0,0
168,"Piso en venta en calle Churriana de la vega esqueino calle malaga, 1","Zona de San Cayetano, Churriana de la Vega",37.1450549,-3.6416323,176746,unknown,"{'roomNumber': '3', 'bathNumber': '2', 'hasLift': '1', 'hasParking': '1', 'hasGarden': '1', 'hasSwimmingPool': '1', 'hasTerrace': '0', 'constructedArea': '116'}",3,2,1,0,1,1,1,116,1,0,0
169,"Piso en venta en calle Churriana de la vega esqueino calle malaga, 1","Zona de San Cayetano, Churriana de la Vega",37.1450549,-3.6416323,188400,unknown,"{'roomNumber': '3', 'bathNumber': '2', 'hasLift': '1', 'hasParking': '1', 'hasGarden': '0', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '130'}",3,2,0,1,1,1,1,130,1,0,0
170,"Piso en venta en calle Churriana de la vega esqueino calle malaga, 1","Zona de San Cayetano, Churriana de la Vega",37.1450549,-3.6416323,175599,unknown,"{'roomNumber': '3', 'bathNumber': '2', 'hasLift': '1', 'hasParking': '1', 'hasGarden': '0', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '118'}",3,2,0,1,1,1,1,118,1,0,0
171,Casa o chalet independiente en venta en calle Dinamarca,"Cortijo de Maza-Finca Monsalvez-El Olivar, Málaga",36.6457453,-4.5016944,1800000,d,"{'roomNumber': '5', 'bathNumber': '5', 'hasParking': '1', 'hasGarden': '1', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '1004'}",5,5,1,1,1,1,,1004,0,0,1
172,"Casa o chalet independiente en venta en carretera de Coin, 108","Churriana-El Pizarrillo-La Noria-Guadalsol, Málaga",36.6617978,-4.5131005,422500,e,"{'roomNumber': '6', 'bathNumber': '4', 'hasParking': '1', 'hasGarden': '1', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '296'}",6,4,1,1,1,1,,296,0,0,1
173,Casa o chalet independiente en venta en avenida Marquesa Casa Loring,"Cortijo de Maza-Finca Monsalvez-El Olivar, Málaga",36.6532991,-4.48858,799900,d,"{'roomNumber': '6', 'bathNumber': '4', 'hasParking': '1', 'hasGarden': '1', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '380'}",6,4,1,1,1,1,,380,0,0,1
174,Piso en venta en calle Mercedes Formica,"Cortijo de Maza-Finca Monsalvez-El Olivar, Málaga",36.661331,-4.5033686,291800,inProcess,"{'roomNumber': '3', 'bathNumber': '2', 'hasLift': '1', 'hasParking': '1', 'hasGarden': '1', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '118'}",3,2,1,1,1,1,1,118,0,0,1
175,Piso en venta en calle Mercedes Formica,"Cortijo de Maza-Finca Monsalvez-El Olivar, Málaga",36.659031,-4.5043686,297100,inProcess,"{'roomNumber': '3', 'bathNumber': '2', 'hasParking': '1', 'hasGarden': '1', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '116'}",3,2,1,1,1,1,,116,0,0,1
176,Casa o chalet independiente en venta en calle Manuel Curros Enríquez,"Guadalmar, Málaga",36.6667599,-4.4617824,698000,e,"{'roomNumber': '6', 'bathNumber': '3', 'hasParking': '1', 'hasGarden': '1', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '351'}",6,3,1,1,1,1,,351,0,0,1
177,Piso en venta en calle Madre Asunción Soler s/n,"Cortijo de Maza-Finca Monsalvez-El Olivar, Málaga",36.660194,-4.49976,315000,b,"{'roomNumber': '3', 'bathNumber': '2', 'hasLift': '1', 'hasParking': '1', 'hasGarden': '0', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '109'}",3,2,0,1,1,1,1,109,1,0,0
178,Piso en venta en calle Madre Asunción Soler s/n,"Cortijo de Maza-Finca Monsalvez-El Olivar, Málaga",36.660194,-4.49976,278000,b,"{'roomNumber': '2', 'bathNumber': '2', 'hasLift': '1', 'hasParking': '1', 'hasGarden': '0', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '94'}",2,2,0,1,1,1,1,94,1,0,0
179,Piso en venta en calle Madre Asunción Soler s/n,"Cortijo de Maza-Finca Monsalvez-El Olivar, Málaga",36.660194,-4.49976,319000,b,"{'roomNumber': '3', 'bathNumber': '2', 'hasLift': '1', 'hasParking': '1', 'hasGarden': '0', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '109'}",3,2,0,1,1,1,1,109,1,0,0
180,"Piso en venta en calle Mercedes Formica, 12","Cortijo de Maza-Finca Monsalvez-El Olivar, Málaga",36.6598242,-4.5041845,291800,e,"{'roomNumber': '3', 'bathNumber': '2', 'hasLift': '1', 'hasParking': '1', 'hasGarden': '1', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '118'}",3,2,1,1,1,1,1,118,0,0,1
181,"Chalet adosado en venta en calle Josefa Morales, 39","Churriana-El Pizarrillo-La Noria-Guadalsol, Málaga",36.6712418,-4.5089442,256500,e,"{'roomNumber': '3', 'bathNumber': '1', 'hasParking': '0', 'hasTerrace': '1', 'constructedArea': '179'}",3,1,,1,0,,,179,0,0,1
182,Chalet adosado en venta en calle Malasia,"Churriana-El Pizarrillo-La Noria-Guadalsol, Málaga",36.6698723,-4.5194574,320000,b,"{'roomNumber': '3', 'bathNumber': '3', 'hasParking': '1', 'hasGarden': '1', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '140'}",3,3,1,1,1,1,,140,0,0,1
183,Chalet adosado en venta en calle Isabel Barreto,"Cortijo de Maza-Finca Monsalvez-El Olivar, Málaga",36.6617583,-4.5044688,595000,e,"{'roomNumber': '4', 'bathNumber': '3', 'hasParking': '1', 'hasGarden': '1', 'hasSwimmingPool': '0', 'hasTerrace': '1', 'constructedArea': '226'}",4,3,1,1,1,0,,226,0,0,1
184,"Casa o chalet independiente en venta en calle Uganda, 45","Churriana-El Pizarrillo-La Noria-Guadalsol, Málaga",36.6646899,-4.5194822,640000,unknown,"{'roomNumber': '4', 'bathNumber': '2', 'hasParking': '1', 'hasGarden': '1', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '310'}",4,2,1,1,1,1,,310,0,0,1
185,Dúplex en venta en calle Tanzania,"Churriana-El Pizarrillo-La Noria-Guadalsol, Málaga",36.6611372,-4.5199706,367500,inProcess,"{'roomNumber': '3', 'bathNumber': '2', 'hasLift': '0', 'hasParking': '1', 'hasGarden': '1', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '123'}",3,2,1,1,1,1,0,123,0,0,1
186,Chalet adosado en venta en calle ESCRITOR BÉJAR ZAMBRANA,"Churriana-El Pizarrillo-La Noria-Guadalsol, Málaga",36.6625221,-4.4978917,360000,inProcess,"{'roomNumber': '4', 'bathNumber': '3', 'hasParking': '1', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '202'}",4,3,,1,1,1,,202,0,0,1
